÷,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Bwd IAT Mean,Label
734.151259,341.318646,478.5283699,928.8595498,331.9715047,465.3369339,13.68241476,81.59872,258.5915911,27.85224082,DoS
120.3635762,67.60474947,724.0291888,928.8079607,430.5358209,119.140672,512.3928207,348.8319075,374.8249243,621.3306242,DoS
325.295134,712.6213331,816.7794665,181.6139678,370.9410082,901.9401967,806.6935197,984.8584028,754.2482597,393.195201,BENIGN
772.2447693,198.7156815,5.522117124,815.4614285,706.8573438,729.007168,771.2703467,74.04465173,358.4657285,115.8690595,BENIGN
174.4092671,471.6494908,91.42199182,625.6819123,550.5316806,407.3655242,521.3770215,896.5746585,196.2943023,22.56451171,DoS
951.4033422,601.6118201,819.1888594,884.2064633,228.0797719,212.0448399,610.9809889,411.0284698,839.8613029,900.0231234,BENIGN
335.2790501,67.01653775,975.3431335,816.9739073,852.5474212,937.9652314,85.10348612,385.5975925,71.03488904,210.7931016,DoS
540.2788932,79.28028463,565.8505603,908.0185454,396.3126255,296.3258019,143.469457,151.4455219,432.7714843,595.6798242,DoS
221.2094418,987.668008,944.0593397,39.42681137,705.5751725,925.2483174,180.5753451,567.9452306,915.4882976,33.94597859,BENIGN
765.512899,158.9081677,610.2251495,135.3540823,751.375086,656.9551563,956.6146211,68.95801636,57.05472115,282.1870747,BENIGN
375.9712219,756.310097,539.6617889,77.48362656,18.02900896,102.3321795,410.4987137,933.192917,637.4024812,801.8258999,PortScan
988.124076,485.2304558,179.1639183,891.1400918,460.3553731,709.6713435,983.7115832,50.17535032,96.69455979,720.4567415,DoS
534.2204099,823.8017499,103.1467609,943.0207096,795.0728812,181.2502556,712.0079612,384.9587226,402.2946781,783.2900924,PortScan
296.3576135,938.3157287,818.7402295,983.5672065,259.670839,969.7236328,431.2338698,347.5187953,50.34952697,52.76525786,DoS
672.7029942,796.6813972,250.4678988,624.8740996,571.7459831,832.8303768,906.0870605,12.15677148,674.0199191,51.83579912,DoS
514.4613277,85.05638549,548.8728015,379.979079,607.1352809,388.7263479,240.2991235,94.96527523,314.9184446,96.64483429,DoS
143.0813954,857.8891852,308.8608992,658.8554042,566.4436851,471.7563094,495.8194726,732.2379141,87.77291412,668.180662,PortScan
307.7958317,913.7884439,952.815017,326.742542,354.4249488,505.6341534,941.1208125,876.3194331,102.5679626,392.7307433,DoS
611.8528947,139.4938607,292.1446485,366.3618433,456.0699842,785.1759614,199.6737822,514.2344384,592.4145689,46.45041272,BENIGN
658.5405157,766.1159328,845.9214397,613.6041142,88.60471397,487.6278097,77.64933467,407.543031,407.1064891,66.00984414,BENIGN
552.8148757,740.6635811,485.0179875,85.40303016,972.46139,518.0104314,614.1862443,236.6097827,483.4980851,429.149492,DoS
975.4103677,573.56328,341.6411127,648.4645569,68.44070924,897.3973183,119.3810113,327.8428379,815.7453806,597.3123783,DoS
472.2818042,880.1567379,215.7406792,677.8132003,607.7521223,295.3014776,136.6009037,651.6397605,738.5974581,315.6273438,BENIGN
231.9470961,390.9059959,594.4763352,496.7668589,987.7855202,136.4397526,695.144554,404.3187681,428.1996149,717.5977657,BENIGN
947.6861771,218.7717084,326.220507,756.1922341,393.7551416,608.2113768,444.5735011,742.3699371,228.3312524,58.45798724,DoS
812.6930434,132.6039907,233.3962695,453.3706056,517.1208881,763.6104796,447.3324267,789.864621,618.346307,113.0997394,PortScan
850.8527573,286.1350425,640.447274,314.1620638,957.9710665,33.42357244,579.7928438,166.503547,712.2202052,175.8902834,DoS
548.419163,66.46332578,766.5150495,583.7135877,781.9599772,751.7469924,803.002072,518.0080664,140.3245182,671.1574734,DoS
580.6452259,935.9372482,672.2506873,481.2779512,809.6750363,950.532821,22.06614868,982.5212723,86.13213906,814.3867793,DoS
205.3329387,483.0396976,268.5337561,287.4616649,656.7560635,968.5373317,603.6372006,76.97946706,75.58361385,951.4232208,DoS
59.58709735,604.3593197,763.6922694,523.4013709,226.7726253,666.5219767,80.10572661,441.8337048,163.3667584,184.4590511,DoS
203.9946036,826.4646095,557.6886912,54.61030321,971.8453013,512.6152441,290.8768542,469.406842,857.8577835,304.9031244,DoS
692.3543062,233.3328226,625.33017,747.0782671,218.7138889,59.94330086,130.973743,605.9969673,849.4464062,44.99682124,DoS
393.7191697,227.4217287,171.3245445,667.6017136,609.4452973,643.552123,88.00602751,893.5345835,389.2663968,313.3694064,PortScan
951.4448257,175.4916274,567.7273179,579.3144667,489.6244621,644.7452486,229.8267258,552.6622678,372.1732552,661.6672596,DoS
162.5110653,959.7457215,851.5814,863.789623,406.7737486,762.3612137,143.8761554,8.619002592,19.97293258,586.6017374,DoS
334.1046521,521.8308753,585.6543354,8.495578607,761.0059829,713.0142919,366.2863862,52.93593557,754.9325398,955.1751605,PortScan
453.958833,301.6622416,384.019074,854.3995133,748.9990174,272.3153972,117.5018402,251.9982216,920.7564511,581.5888378,PortScan
803.6035354,505.2067736,967.1266153,417.7609793,984.110319,667.9199988,634.6712733,165.9548953,881.9277583,427.4896879,BENIGN
335.5572017,976.0201575,873.5555762,329.378067,587.7954051,847.2967455,441.2743368,17.95786375,74.51046182,510.3927213,PortScan
153.3514031,586.229832,505.8886789,611.4542354,18.11018382,872.1239089,932.1182825,565.1331836,696.6508239,922.4993812,BENIGN
817.8342162,120.2090554,544.489098,5.758660498,324.5858299,366.4615349,396.1726916,695.4672067,388.5581013,448.6936226,BENIGN
822.5347944,803.9585076,552.5009674,520.1698923,142.8759613,775.3461504,271.4093804,496.6954228,284.2740929,133.828363,BENIGN
411.1272783,234.3250657,19.65148275,879.3930568,965.6098314,341.570387,338.5068794,7.091812774,680.2506883,825.4398957,DoS
571.8287712,253.6424743,228.0618169,11.52601405,130.3407236,309.2681115,116.8787606,985.8584404,308.6326485,130.3239467,PortScan
350.8191093,362.5597966,805.7145257,328.1794828,209.0593737,84.68834188,466.6931209,482.1320989,840.9087104,221.2386964,DoS
796.4405615,739.4692332,645.5343564,155.7732606,547.0453456,87.4465018,377.3631768,413.5165303,39.81143945,273.9880995,DoS
555.3635509,719.2017783,228.4547413,996.3339161,974.7931621,650.3256863,199.5424509,680.2282424,72.19840898,30.65250221,BENIGN
270.5592565,248.7917887,942.0582195,298.2724542,775.5052967,393.1217982,139.2540708,10.7152977,544.257337,975.7788185,DoS
811.6270144,293.9167605,446.32636,727.018527,692.9202292,987.3684723,225.1610242,662.3179135,609.6819083,915.0984545,DoS
932.8676901,922.6451396,502.37182,327.883994,737.132414,36.71294348,474.769006,336.3233943,920.5358851,12.00302727,DoS
554.6204912,901.6312295,926.1929864,9.098181281,75.41217599,250.3587296,669.3154164,888.2721965,459.9419513,606.9731163,PortScan
600.5347682,530.0523392,27.84105126,246.6564468,459.6147517,628.5039001,557.2518333,742.6359897,279.7669309,564.9526077,PortScan
369.3826476,505.8092226,560.3486744,728.6151568,354.8457234,612.6843447,585.3754228,547.6161007,640.4832931,259.4491711,PortScan
247.3403158,640.6151835,666.600479,162.6997438,565.0853125,771.626911,498.8956645,12.10311678,9.038469079,357.029344,BENIGN
503.0726003,82.91458139,620.0013335,340.2229945,855.9251896,434.6781483,192.8396089,191.1056227,768.7641807,265.5875983,PortScan
878.2524677,527.25515,929.8704823,483.7968966,490.4490967,119.7467885,802.6562442,246.9654125,899.6124894,910.8242203,PortScan
195.240603,345.3419522,335.6104543,978.5254684,856.5372237,701.1698616,727.0567616,562.0727944,947.0906671,496.2587529,BENIGN
142.2493687,121.3849394,303.2751476,101.045811,692.1613417,62.29179813,509.4221281,996.6968539,813.9702695,615.2194382,BENIGN
674.2196324,221.4935489,34.79919987,409.2495738,289.193152,808.9777496,800.3641885,457.0239522,606.5122253,604.259516,PortScan
362.9828404,879.2795562,725.3716002,112.5904665,407.7780344,886.380362,47.1967017,961.4166196,679.1625683,631.3759776,DoS
289.9873926,628.9051449,117.9386749,654.9411046,283.296528,0.242934435,126.9360577,933.6153778,867.3546391,233.609032,PortScan
313.7821433,141.8443976,213.8012107,105.5136464,683.0695752,660.7273931,950.6063716,729.6784136,52.04583876,884.2451739,PortScan
207.8862551,26.53220387,181.4354351,583.041561,421.4245506,892.6717111,817.4435617,341.8173517,259.4234334,379.6924082,BENIGN
448.485228,980.6482196,350.2723707,452.1829394,133.5155514,47.95773244,775.4095146,570.6831751,760.704806,149.8627989,PortScan
660.3027197,764.3726622,265.0464283,20.94496103,82.17166748,967.8600348,295.4447775,769.2231478,624.6635689,381.9396397,BENIGN
418.1315998,911.0157,993.1637389,106.0920499,233.053188,950.3797515,958.3276865,97.70727539,14.99850038,161.1000233,PortScan
497.8691805,841.808709,801.3520583,410.5048213,230.0844919,406.0821326,826.2173758,227.6325358,524.4363459,806.096748,PortScan
323.6792364,425.4364386,507.6103787,242.4097324,114.8368247,610.6200424,288.6305532,581.2382214,154.3627153,481.1401019,BENIGN
80.11484638,894.8166561,547.5923762,817.29777,452.3182845,643.5776952,526.4026609,731.5895218,81.62998203,60.35208399,BENIGN
645.1500833,16.96912932,960.3667746,44.58809273,143.0619527,14.01451753,566.8584333,932.2668839,665.9471661,822.6574685,DoS
6.98226188,403.480969,234.7544217,818.8692705,337.3306088,827.523694,0.597938835,307.81915,241.1652143,233.5673611,DoS
867.0314961,578.6754086,438.6154192,725.2576604,486.6689414,873.4232381,900.701864,421.7209269,276.8277972,592.3503286,BENIGN
539.9571303,842.0332944,520.9579773,623.585688,89.12443212,755.2704205,127.7134836,826.0676303,782.0280877,708.7446977,BENIGN
890.0053418,337.9951569,375.5829526,93.98193984,578.280141,35.9422738,465.5980181,542.6446347,286.5412521,590.8332606,BENIGN
475.1003407,897.9552162,525.0493402,707.2789119,252.1728775,446.7264687,123.4498658,205.9800359,0.943415268,39.26505165,DoS
579.9837874,561.484588,560.6600944,603.4876666,676.4679372,804.9889997,269.8207201,825.0494102,498.2556823,77.05827913,BENIGN
637.6882469,242.02208,714.0527234,91.39148633,199.2703365,877.4700467,738.7231507,13.74555401,248.3762604,214.406483,DoS
9.310290762,442.3937407,46.06916968,543.8779212,338.5540274,473.4349336,613.1703607,868.8010958,661.9015765,434.0488685,PortScan
684.2090752,882.4411913,203.5111083,873.3611178,59.76227418,888.5992804,329.0737795,314.5876334,512.0885767,940.6901877,PortScan
384.5158137,346.9589504,431.8070951,781.7798259,484.1730322,794.0144503,576.4889031,342.0694347,809.9787437,238.2896706,DoS
167.0419079,167.6192163,36.67142693,736.4020151,663.8045276,474.6308757,844.170449,805.670153,585.3543644,868.2712805,BENIGN
306.2536208,623.8958363,527.0414639,426.0833839,130.7103767,886.6042152,449.7846488,194.6225118,367.7593509,414.1297525,BENIGN
388.6772897,271.3490318,828.7375092,356.7533267,280.9345097,542.6960832,140.924225,802.1969808,74.55064368,986.8869366,BENIGN
166.5385135,986.1767973,820.8490093,281.4773025,70.06869572,56.62555738,120.3781495,580.7685836,928.7634212,496.743428,DoS
546.6956821,902.4130333,343.9576866,733.0001072,658.6613549,931.5549143,820.9810173,566.6052589,657.0304982,898.3864666,DoS
164.2657979,814.5747202,665.1972207,523.0654248,358.8304841,877.2005408,392.4451074,816.5994395,439.1349086,376.9444294,BENIGN
593.4964158,210.1177759,116.3317271,970.1168864,21.98181481,802.6974053,788.0351496,297.2141138,135.626616,145.6286467,PortScan
722.7377522,656.7294847,708.7656552,8.363681877,217.6673996,661.6842884,483.9893682,5.313475668,804.4946424,772.8095733,DoS
505.7422984,817.102133,861.0088213,615.6243967,12.75647971,695.2296557,417.9992169,565.5574832,649.080602,350.2366143,PortScan
497.174764,617.8472402,868.9049845,570.6097466,30.3870597,930.9486955,689.526751,676.5133858,215.6751524,658.8854702,BENIGN
751.1780478,71.00766453,80.18001408,354.7712918,941.7257116,668.5726467,678.6699567,361.9199908,593.6607912,10.13118403,BENIGN
976.8003285,110.7205933,422.5484283,42.02467517,739.9041208,918.0765522,280.0373296,858.3416768,292.2182305,910.7701616,BENIGN
417.3829418,144.3120437,93.55940691,16.6715506,873.5342642,236.4749122,211.5067493,736.0354004,320.0161131,506.0446924,DoS
353.4774751,642.209637,245.631574,109.2794454,794.3842251,98.96862341,271.3813951,855.109422,346.4692871,973.0453495,PortScan
247.103234,159.5446801,871.7835666,219.2139874,975.8652558,336.8957918,182.1179157,789.6985071,658.7077755,498.1957165,BENIGN
196.2342817,690.0753542,390.376446,415.774801,469.1774961,367.7085081,100.6199772,309.63181,663.7343607,665.7844015,PortScan
253.2723835,9.978776658,723.4436624,535.6565993,836.1177032,821.3883629,843.3261678,485.09466,333.6283958,791.5582026,DoS
285.9067892,815.946939,861.3699964,846.5143387,918.9265336,252.2410202,755.0419287,460.5394973,841.9985529,728.4906772,BENIGN
319.3136376,950.0619671,950.6071469,573.4378881,631.8372122,448.445522,293.2107717,328.6645454,672.5184561,752.3745294,BENIGN
133.2842581,927.7457331,867.7020979,707.6205857,106.2138276,775.8772545,807.9573281,767.7646177,113.9658871,643.9079571,DoS
786.3450144,89.41100231,417.5807758,879.1183076,944.7320223,467.4015112,613.4113892,167.0339461,991.1686261,231.6717014,BENIGN
377.8392137,62.03676363,339.3052673,505.9316543,161.9230066,658.1022181,997.749389,451.739476,354.7285567,400.7041668,DoS
704.0797681,212.9641615,136.3714756,14.54466567,350.5875588,589.9176869,392.2440451,437.474922,904.1586945,348.255467,BENIGN
417.9840855,853.2847986,856.153622,99.23766492,90.72088275,262.695477,874.7660626,128.9025851,719.9968026,101.1656196,PortScan
286.5195489,802.6403124,997.2378999,30.02600533,897.3658658,622.6305336,973.3826192,465.0095175,847.3879306,62.3940686,DoS
165.4997747,706.604129,535.3477681,635.3233467,196.486967,211.7458621,41.49732551,322.0675352,559.7446613,857.934914,DoS
940.4585844,953.928577,914.8643902,370.1587003,15.45661653,928.3185626,428.1841483,966.654819,963.6199771,853.0094555,BENIGN
88.77326696,864.9949762,320.6199066,178.3315124,239.3698363,417.968508,251.1920046,320.567586,134.9784861,296.1767656,PortScan
280.3347526,132.1796578,439.8556397,643.9565794,380.951845,54.56540828,599.4611397,902.4032761,383.2153659,216.3327776,DoS
185.2768503,541.2701109,645.5721814,45.58515795,945.9708898,842.1653767,296.6124822,77.18753023,169.8870732,126.9444138,DoS
613.4151959,418.2430363,932.7284834,866.0638895,45.21867011,26.3669745,376.4633669,810.5533308,987.2761293,150.4168911,BENIGN
563.9195668,500.2785352,69.3940859,89.87685174,600.9120057,340.9585714,917.2680666,406.5905374,143.2814587,714.7188335,DoS
202.9935592,451.8690447,796.947504,590.4261031,96.91732707,548.0214972,702.7382993,792.7034058,629.1175786,152.6581645,PortScan
369.0177324,135.5168736,518.3996266,112.6092293,933.9874185,183.5796274,252.76586,406.6365269,383.1644686,794.6628924,PortScan
298.0522086,105.3649223,781.8238633,644.1492215,48.18601239,360.0504659,956.7998155,500.4011457,432.729136,457.6996052,BENIGN
934.4107946,48.46423248,210.2761779,565.8886051,615.5526232,39.55750656,403.0387579,649.1539648,698.0705464,638.1399025,PortScan
52.82589391,625.841195,54.50927741,836.4397374,511.9386307,527.0076246,561.5945077,170.8137063,197.6903031,318.8173229,PortScan
666.7088554,284.2882891,585.7782709,586.7679078,445.7298209,836.1186155,264.9670616,448.6325916,537.6921286,663.6247208,PortScan
803.8048905,137.1484882,580.6990846,505.5087604,144.078786,623.9984855,273.6404179,487.8343185,82.27232428,459.5840572,DoS
341.0663511,113.4735212,924.6936183,877.3393534,257.9416277,659.984046,817.2222002,555.2008116,529.6505784,241.8522909,BENIGN
270.0584661,206.8371106,654.0230777,416.217031,179.659289,689.1090815,565.072283,858.6720549,117.4758989,785.6666019,PortScan
764.3533864,623.7430849,762.3026245,38.93801669,837.1196278,619.5262,563.3953507,624.6140481,864.4332469,586.9365066,DoS
224.6048229,452.4395161,140.8570204,176.3869865,498.3677727,418.9254495,914.8459011,362.3938991,580.5883503,632.2642879,BENIGN
39.31213984,799.4103989,627.9003895,81.75903195,873.5786241,920.8724005,61.07795985,276.8776481,806.2012798,748.2596904,BENIGN
898.5606047,783.1984133,780.3761236,457.995759,398.005293,302.9157288,65.69485895,228.2353635,246.603635,484.0770697,BENIGN
656.6310737,240.3989129,191.5929457,918.2390867,101.8036829,505.9579077,220.852783,38.92996333,36.01881829,175.2217721,BENIGN
672.7646144,220.5042634,218.2075346,874.0717733,249.6689527,263.2473465,0.653390761,870.6690341,792.5948132,627.3289351,DoS
272.467184,831.7853002,980.4707978,493.8470147,9.700354923,140.0448121,322.0805753,578.5853486,75.09364581,943.3572987,PortScan
807.4401552,896.0912999,318.003475,110.0519245,227.9351625,427.1077886,818.0147659,860.7305833,6.952130531,510.7473026,BENIGN
205.6872622,121.3864182,615.012968,774.6337806,643.9042535,530.3021332,41.95122343,968.4887776,798.7141917,292.8220367,BENIGN
502.4272872,731.4863597,958.1180089,220.4460042,886.1817721,934.3041142,916.4205445,635.4143569,629.8206544,403.2106332,DoS
456.3168206,170.76826,267.2098955,509.1133852,147.4539174,611.6556756,565.7473066,714.7023164,937.7046154,912.2545611,PortScan
743.1931987,48.14283598,902.8949952,852.2638744,667.8046832,593.2215701,892.3024981,185.3301795,78.96916219,239.5101699,BENIGN
39.94797329,362.29349,826.3903116,701.4991015,459.3436556,55.10153516,426.8947278,469.0249397,928.5555329,641.0861036,DoS
37.56622954,717.181447,538.0946641,508.7059842,243.1245304,744.7507316,168.2365791,189.9347437,460.7121713,286.2798621,PortScan
268.861545,21.03690246,722.8392039,32.48659669,595.2768411,539.1937941,968.8146906,484.2131393,63.60143638,551.6879678,PortScan
783.5015026,10.51322454,761.8898944,893.3044938,432.8399211,535.5424731,476.9833926,389.2086186,887.4245354,893.9335107,DoS
192.6763965,129.0712469,297.8593984,780.048087,471.6263652,227.4816037,166.1849996,332.7294765,939.9243729,343.0267126,DoS
64.89927954,465.7255777,240.2450185,469.8043214,455.465572,582.1448028,356.7704903,164.2704495,503.7194346,830.2028843,PortScan
454.3773346,844.3570827,98.08258078,488.241137,150.0486647,324.6759269,737.3570774,476.0181294,375.8882851,394.4762786,BENIGN
593.5752544,127.1104909,427.5418554,160.8602935,700.3478889,758.8681344,105.7965203,506.1398527,814.625056,936.1630416,PortScan
402.7394847,519.6116758,996.5263088,135.2173137,675.4560453,396.0009664,133.0097989,158.7367634,949.2731062,879.6014967,DoS
849.9593305,196.2457167,125.5497899,963.4799475,108.0445594,478.4910701,585.5637288,541.3744209,86.03215703,57.026914,DoS
756.1633289,347.5715242,664.9117245,795.4499608,927.1778195,234.6420819,399.3159158,152.4160133,992.4835022,927.0009679,BENIGN
275.7675683,877.090581,944.0420938,148.7959694,462.6756051,980.9873782,483.407436,863.5475225,588.7315221,375.3299079,BENIGN
65.60076495,690.6153124,572.407726,404.5195245,363.6114492,216.8142759,669.6112565,970.6680278,175.7152458,597.11662,PortScan
821.8014593,769.2505592,596.7229901,337.2020352,262.5086043,121.8892121,509.7570669,585.2608755,359.3389905,475.3590677,PortScan
462.6797857,301.3778742,747.6093802,502.7203901,232.2126951,899.5745733,383.8912214,543.5528611,906.472111,624.2379959,BENIGN
723.4201137,495.8757351,81.04621591,220.1832019,683.2587637,76.13085949,851.206914,495.146527,480.5865773,592.4077847,BENIGN
575.665253,126.1153224,581.7215275,766.3472131,406.4165366,879.8377479,648.6829534,899.2489183,623.5053112,131.287972,DoS
395.0533379,51.26345918,401.8762712,673.7562298,450.3503858,748.9631509,356.9824295,634.7441411,186.4198049,749.3694366,DoS
539.4912924,790.7231648,318.7525029,625.8913764,885.9777482,615.8631882,232.9594748,24.40078156,870.0988739,21.26941085,BENIGN
824.6809659,347.8092079,678.0161526,565.731964,267.0282702,878.6299864,797.4260216,658.4518347,850.5817291,867.294201,BENIGN
599.299287,513.7078552,288.184526,6.46435779,496.2392219,285.6259886,734.6083007,23.94626527,584.8278113,941.4742375,DoS
868.4679759,487.4311982,894.5522269,799.8552559,425.2135045,22.46930832,268.6773594,541.6342147,633.4782198,257.8876854,BENIGN
982.6524115,637.0475535,161.6376938,905.84939,516.2478232,153.7493121,921.7266695,757.4690507,731.7052727,709.1807038,PortScan
722.2669319,855.6964681,830.2198646,397.1835296,668.0851366,204.9842954,293.1477303,896.3358185,13.00192351,85.50853085,BENIGN
796.2414505,271.9460394,692.3589225,264.0619847,939.0684795,636.3742815,324.5118002,269.5118623,190.9265851,694.6409589,DoS
585.1216609,442.914098,34.17558904,319.6520623,810.4329136,689.7015349,724.8708536,698.1169241,310.9730214,99.66392208,PortScan
710.1732666,677.3418461,24.42688294,411.7476676,332.950247,669.4120643,216.1358123,590.871923,913.2059618,797.8023722,PortScan
830.0326836,49.27365358,852.4388856,548.4009367,197.3139706,317.2552164,281.9295518,530.8590343,51.68567991,158.5361585,PortScan
687.2343435,312.8341975,60.90554324,701.5652656,9.82755257,409.1825875,329.3792693,693.3775385,766.2454728,304.094636,DoS
834.3247957,577.3534012,646.4073752,458.3634794,528.7073199,34.37685835,638.963022,81.44721289,435.0145943,292.6550977,DoS
274.0552207,554.1780025,651.4203884,829.7418037,206.4212718,10.99582866,136.8856301,900.0186418,873.8900776,597.4131022,BENIGN
289.7514529,161.2212873,929.6976523,808.1203796,633.4037565,871.4605902,803.6720769,186.5700589,892.5589985,539.3422419,BENIGN
754.8725289,648.6950425,637.4453787,553.4277008,11.38966809,696.5071835,376.0417911,942.6097102,817.9847711,587.6944695,PortScan
142.9916821,761.5106317,618.2180633,101.1226761,84.10680611,700.9691315,72.76300636,821.8600593,706.2422272,81.34878064,BENIGN
791.5790437,789.6181428,91.20610305,494.4203047,57.55876002,549.5288823,441.5305014,887.7041828,350.9150126,117.0670164,BENIGN
66.97361203,877.3504531,389.404939,541.7609643,968.0658121,66.56472791,648.3180075,74.10542257,375.4689285,803.8145452,DoS
380.6232935,877.9743204,868.0566901,805.9254001,790.0304363,304.6791391,80.91928305,402.9801788,173.524515,694.9510889,BENIGN
303.2195467,697.9904715,790.2599039,295.7528346,495.6539209,421.1189044,410.5227844,231.3487132,136.371105,196.6885582,PortScan
687.7692064,273.4745154,736.4731746,51.65735711,49.29449276,386.2877051,353.4731921,315.6332154,491.0197627,320.7335823,DoS
946.0756181,244.715597,131.5653066,302.2767005,895.0851728,972.0534746,859.3249511,110.0177211,947.4279981,423.3580274,PortScan
3.020871356,247.9324498,927.7914794,932.1339154,720.5864194,765.763321,91.48295793,513.8758348,231.5829913,181.2180436,PortScan
38.42634896,901.7619921,461.4774646,637.2014768,659.3539222,895.1177407,636.6696822,613.9335848,66.65204056,518.4080219,BENIGN
210.7630994,236.7204759,628.0304646,829.9395932,415.627782,258.3004291,867.0116069,669.2682918,448.0854873,487.9001953,DoS
577.0204017,221.1476101,269.1197526,803.1330889,44.14556209,992.092187,130.3516797,796.0685254,394.7753168,492.2161833,PortScan
791.3107143,200.9113397,805.1192088,850.1327347,289.1503345,952.2600784,49.8601464,149.9092532,537.5811381,575.7924711,DoS
459.4467684,785.0165438,892.0846889,955.3346865,786.9033863,315.4068957,688.1347061,437.6031241,254.670622,840.8715794,BENIGN
752.7271378,473.7732925,446.7721588,7.096532495,819.398231,359.8249006,540.7656313,677.3006863,702.6295764,955.9800588,PortScan
769.9736182,103.9593759,962.3653165,890.2206706,270.3485905,822.760243,518.323923,461.8064816,314.4341058,580.9685866,PortScan
483.0141128,886.8315395,378.3475817,749.7257468,96.81873099,476.0567022,991.6861404,770.4378028,210.5284884,501.4414737,PortScan
380.9912737,808.4057389,823.6236107,384.611076,459.1240233,303.2858908,932.5548784,118.6437657,933.749423,683.8664518,DoS
405.1026945,906.1110021,321.4957012,476.4369863,226.0289978,640.4760422,978.9811152,603.493096,357.8140841,647.817446,BENIGN
98.4241891,956.7204339,599.359725,728.6562842,315.3637433,393.1471295,236.9239939,96.96567097,179.0316374,797.5140453,DoS
214.912637,424.8508429,907.8385139,507.0596467,187.9203808,76.97166938,696.1561451,382.7987644,821.8309466,659.5107686,DoS
729.8891177,410.932905,629.219193,699.3129212,711.121817,51.96609813,859.7478057,458.2533148,262.4160817,241.7645075,PortScan
908.265886,239.5618907,144.8948721,489.4527603,985.6504541,242.0552715,672.1355474,761.6196153,237.637544,728.2163486,BENIGN
607.5448519,170.5241237,65.05159299,948.8855373,965.6320331,808.3973481,304.6137692,97.67211401,684.2330265,440.1524937,BENIGN
113.2312233,406.3664053,485.0729091,540.827064,818.3606414,171.678195,807.8314518,692.8784277,555.8708142,699.5278704,PortScan
794.5155445,707.0864773,50.22601146,72.90183537,402.8732826,295.290494,232.3843231,281.0044989,803.4827433,929.2280536,BENIGN
720.1574609,287.2212092,879.7524023,49.22091454,231.0808529,897.3857175,256.1915144,220.6510596,138.1252931,859.1117576,DoS
68.18661977,187.1242704,555.5495699,291.3610728,417.3947823,376.8668803,875.904925,905.298999,492.9569717,330.1559503,DoS
527.4564637,141.1261183,0.789511093,810.1400907,87.57456299,633.8498187,914.6164545,208.6519132,665.2728362,78.69857671,PortScan
938.5297835,181.1832791,622.7534032,222.6760791,307.216417,546.4585417,417.1934186,160.225601,170.9364024,418.1447882,DoS
703.6859775,540.6984766,96.5344702,241.8938283,12.40403628,468.7679655,301.2652608,598.3574843,297.2378077,299.9191115,BENIGN
281.8250033,184.301397,39.36187982,21.84671199,774.4856031,134.4334274,467.720616,605.8968152,428.3518006,27.10665234,DoS
500.0582592,674.8932031,239.0663841,758.040421,760.005545,312.5980249,410.682633,209.6902774,976.5610233,645.6025771,DoS
675.6629022,395.9372262,756.2537914,454.1836627,412.2797278,934.7299155,250.8790999,120.44734,584.5431133,969.3218123,DoS
415.7751035,428.9443334,540.9050038,696.429807,702.1460962,171.6939077,500.1127521,411.958095,870.5269663,631.4189212,DoS
810.6835703,948.3695528,91.32573433,161.447686,960.7463028,537.5401436,14.19663447,257.6319988,449.9436743,692.908911,DoS
119.5942459,713.2447872,760.7850486,561.2771976,770.96718,493.7955964,522.7328294,427.5410184,25.41912674,107.891427,BENIGN
285.7835555,203.2230911,761.7981914,386.5405068,511.2754622,492.32548,577.2790292,865.5771456,980.7393436,407.5842086,BENIGN
657.6128923,568.3086033,93.67476783,367.7158031,265.2023677,243.9896434,973.0105548,393.0977247,892.0465552,631.138626,BENIGN
306.463468,822.3812112,56.978727,418.6072749,458.4314241,725.0060763,574.2875751,667.2123372,777.0492857,862.2029737,DoS
753.9619036,804.9067768,18.0065556,962.8103571,726.6709921,304.7510954,829.3946649,281.5211984,872.7538396,112.5803904,BENIGN
513.5178667,950.2792236,535.6889705,394.1904946,848.2031286,492.9827105,471.9025106,490.3124894,846.7850019,831.9415417,PortScan
554.0583835,930.8328642,5.348988694,748.2388062,903.0506531,139.720567,96.12585173,424.5726072,933.6789061,542.3865602,PortScan
343.0440058,410.7004006,720.4160691,511.5361942,943.5652172,41.88039384,503.0683226,584.2247888,920.1969861,49.15852362,PortScan
282.5502675,279.0082903,404.9685874,998.7929358,54.96630684,578.5418182,82.57215804,154.52083,439.5629418,510.4601313,DoS
67.25591397,94.91793682,998.892612,326.6392494,748.183912,806.665053,858.023271,997.6282974,241.4964853,40.35082686,DoS
109.3559031,397.2912929,336.8477014,569.4823881,861.1135201,78.33821776,72.57479804,850.3177082,212.850086,668.7532544,PortScan
664.7392049,419.3346804,701.0975874,410.7315435,504.637288,7.353044554,691.7201141,661.3426789,38.40087733,368.2501074,DoS
198.0976328,565.3302546,463.9324867,972.0053296,608.5272727,349.5063721,114.0957849,151.2468287,225.31693,250.9666613,BENIGN
652.2916486,845.604363,692.4928267,429.9310774,672.9666224,275.3811743,306.3134988,788.9851599,446.4195164,798.3803405,BENIGN
139.3560741,834.9302368,984.4021807,525.6901823,171.6792858,272.3073265,18.39067655,914.2988066,117.7510829,576.5164755,BENIGN
